,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78
source_dataset:COLO 205,-0.25261104,0.96856636,0.45706972,2.3942423,-0.38784778,-1.441215,1.3744017,-1.4595121,-1.4399294,-1.446811,-1.952881,-0.12688173,1.3948821,2.8332045,0.35717884,0.97794497,-0.31235817,-1.1529752,-0.3342087,0.07167345,1.1344169,-0.1577287,-1.3195413,-0.5493766,1.7797502,-2.2869883,0.5708974,0.7183859,-0.19574362,-1.1966733,0.71871674,-0.6856565,0.97041154,-0.068535656,0.15768425,-1.2879322,-2.4506516,-0.5833885,2.0057964,-0.04685568,-0.011091888,0.5951505,-0.04696174,-0.21521135,1.2347748,-1.2587986,0.82307345,0.13333537,0.9019609,-0.1375167,-2.2188866,0.008919977,-0.571464,-1.9619107,-0.6074105,-0.4531699,1.7473286,0.24050795,0.038253874,-0.4945688,1.9193165,-0.6551576,-1.9894848,-0.029288843,-0.63934827,-1.0395869,-0.46212563,2.0096579,-0.78537,1.9168123,-0.114133336,0.28774273,1.2210279,1.1521573,-0.23236088,-0.48478007,-2.4691138,0.06465411,-0.1845862
source_dataset:KALS-1,-0.26149207,-0.7278071,0.29842445,-1.397878,0.5656316,-0.49036634,1.2437752,0.27608824,-0.25174296,0.08902906,-0.63065845,0.9322398,0.8857305,-1.5531807,-0.22465697,-0.027405564,1.0198827,1.3067924,1.0083125,-0.76776654,-1.7820922,-0.09225595,-1.2069834,0.07223806,-0.061082695,0.39079952,-0.80646265,-0.56501216,-0.4834897,-0.56360805,-0.06510017,0.5955318,-1.2937434,-1.4930098,1.4083481,-0.13573577,1.0379962,1.1485125,-1.7584103,-0.66165596,0.25400496,0.4465769,-0.12762974,0.4606986,0.58960104,-0.8808802,0.09595824,-0.27997547,-1.3952211,-0.4753649,-0.24224569,0.6658441,0.05693059,1.4795413,-0.08597944,1.0069582,-0.29300886,-1.2037603,-1.0115381,-0.094907425,-0.7605939,-0.57263833,-1.5636482,-0.47755837,-0.1873654,0.12525335,-0.1504992,-0.04478679,-0.5461421,-0.5946696,0.7867608,0.648505,-0.6368265,-0.08903646,-0.2146301,-0.98263246,0.70907986,-0.15616715,0.8468622
source_dataset:EW-13,-0.51481164,0.39518377,-0.6643799,-0.7650923,-0.06929555,0.0060598664,0.44655448,-0.021743353,0.093289815,0.26018196,0.8604088,-0.17987856,1.9312246,0.0058282204,1.1686134,-1.0929438,-1.3349549,0.4643026,0.11131767,2.2890272,0.24692796,1.6726186,-1.3608376,1.8594158,0.3719293,0.67920524,0.8894464,0.70309883,-2.1310966,0.023517074,1.346976,0.30299848,-0.07450246,1.3735662,0.67957443,1.2118199,0.8319593,-1.7372417,1.4489683,0.88065684,1.054806,0.84989464,2.2987425,-2.478524,-1.5110587,-0.5592684,-0.7553134,-0.4965402,-1.763265,-0.60248,0.5111655,-0.19245589,1.5024457,0.10830495,-0.07551115,-0.43954167,-2.0636797,-0.33617526,-0.34497777,-0.10019098,0.02465997,-0.3729664,0.55969775,-0.71032137,0.049233742,1.5373224,-1.3332614,-1.253013,-1.7091087,-1.2607563,0.17487568,-0.33063772,-0.51049817,1.2294701,-1.2194631,-0.28405976,1.060182,2.670709,-1.185051
source_dataset:SNB-75,-0.23797092,-0.31517985,-0.055361666,-2.011661,1.4293363,-0.43013692,0.5183438,0.912436,0.6790915,0.7395614,-0.8064278,0.96151716,0.7882115,-1.3909044,-1.6343821,-1.2727184,1.2015443,-0.6111256,0.32747108,-0.5276101,-2.3424876,0.018842198,-0.7724193,0.86240715,-0.54776466,1.4367855,-0.10186794,0.16029868,0.18523614,0.3393762,0.49863556,1.1545053,-1.2400062,-0.54741144,0.90444416,0.35906702,0.36370564,-0.32979017,-1.3776588,-1.1015804,0.3064531,0.79504347,-1.0483032,0.20241895,1.2306484,-0.44606447,0.8421399,-0.12184616,-2.225911,-0.27158213,0.037546933,-0.6423366,-0.19330984,2.1597803,-1.3847623,0.6060795,0.22534211,-2.2223477,-1.0706562,1.6359365,-1.4231443,-1.0549947,-1.913157,-0.4215592,-0.5383639,0.1941653,-0.054474376,0.12303969,-0.8099619,0.13362844,0.446036,0.78559047,-0.08863505,0.35378945,0.15730762,-1.5434016,1.1094135,0.8815415,1.1925778
source_dataset:Capan-1,0.61650085,-0.65658736,-1.7445611,2.595364,-0.1946364,-0.47854915,1.5213878,-0.7210493,-0.2142869,-0.6828194,-1.598106,-1.1218848,0.5851105,2.1772654,0.72281665,1.5840329,-0.30881304,0.6389853,0.77272296,-0.74676484,0.94269997,0.9577945,-1.9376085,-0.8793575,0.47484258,-0.876094,0.29945654,0.020239357,0.44812325,-0.860189,-1.7673863,-0.9399633,0.39194477,-0.4642639,0.84232557,-0.3858813,-2.6054149,-0.052773535,1.0501344,0.63266337,-0.18347105,0.5570096,0.033336144,-0.07861435,1.1275495,-0.5762707,1.2251196,1.0806215,0.042318217,0.28560913,-1.1941055,-1.4293919,-0.6481237,-1.7371404,1.1770254,0.6204445,1.1366016,0.8792711,-0.98279774,-0.34378013,0.78559744,1.6675111,-1.0520985,0.79259723,-0.59673524,-2.892928,0.5211749,0.82687956,-0.03232412,1.3886342,-1.1833776,-0.7032414,0.124005616,0.19930372,1.2367115,1.2602485,-0.74666715,-0.40970153,-1.5323007
source_dataset:IST-MEL1,-0.5439287,-2.2758665,-0.5016602,-1.1364065,0.004065899,-0.1896618,1.055696,1.4899145,1.1364397,-0.0081514865,-0.21498638,1.1269093,-0.14804822,0.43259943,-0.24027948,-0.79401636,1.8813857,-0.230955,-1.3697075,0.64875376,-1.6378694,-0.31374347,-0.24625754,0.045213923,0.43262595,-0.5354458,-0.101827696,0.5475526,-1.0180099,0.8813288,-0.054331496,0.8741065,1.0701792,-0.9715046,2.6952174,0.25083196,-0.06328441,-0.33183068,-0.7035924,-0.75370526,0.6433993,0.17107809,-0.8255513,1.7648687,0.58902764,1.7059705,0.026551485,0.27265912,-1.1448188,0.24462378,0.08454694,0.19890535,0.88324666,3.648843,-1.3573638,0.78290814,-1.0539556,-1.684838,0.010598399,0.7083204,-0.723561,-1.2959492,-1.6619368,0.3732013,-1.948495,-0.14931427,-0.90417427,-0.26236448,-0.67810327,-0.52867883,0.3935818,1.7280445,-0.877856,-0.15875468,-0.006873896,-1.7841417,-0.043380056,0.14049716,1.5749924
source_dataset:COR-L88,0.054738857,1.840934,-0.23330988,-1.7883164,0.5086035,-0.47220325,-0.6640622,-0.77886456,2.6394236,1.1981202,-1.792776,1.7808244,1.3727243,-0.9820894,-1.4627309,1.3505529,0.23987657,0.7856581,0.2534794,0.7968509,0.23785236,-0.4818208,0.2429126,-0.9805918,1.3816072,-1.1787598,2.0239477,-1.0691123,1.8002695,-0.35081506,0.31771034,-0.25363284,0.90540814,-0.25935483,1.1452327,-0.5510714,-0.475161,0.14746276,1.0593641,1.5321052,0.25123328,0.49434868,1.1456019,-0.53133005,-0.6875077,-0.7898308,-0.7591299,-1.4201747,0.8239435,-1.2537904,0.8274438,0.079305835,-0.9593879,-2.4781282,1.1774241,0.40371087,0.74574655,0.21155739,0.6304591,-1.2067702,1.3240931,0.19226244,-0.20724899,-1.525334,-2.3760478,2.6951065,-1.6214579,0.8412503,0.46675694,0.22794706,-0.28985825,-1.5291607,0.7534088,0.5587145,-0.38285702,0.16973776,-1.5703899,1.7433555,1.0184183
source_dataset:MDA-MB-415,-0.08932133,-0.033508264,-0.20368928,1.632734,-3.2389398,-0.8959022,0.8391984,-1.3398523,0.64112365,-1.2142181,-0.5519874,-0.94884986,0.5798276,-0.6550418,-2.089935,0.8883313,0.08105501,1.1636666,-0.7368176,-2.2998166,1.5905296,0.7885703,-1.4417682,-0.76221323,-0.650888,0.48066425,-0.082602575,-0.08893713,-0.07139626,-1.8148557,0.7316264,-2.0776463,-0.38881946,0.92945,-1.050238,-0.50173455,-0.33321398,0.30208415,0.644076,-1.1760747,-1.2664878,1.9014621,-2.2499318,-0.109546706,0.9560413,0.80244774,-0.6977714,-1.4981452,-0.049589626,0.57613534,1.1053362,-1.4352605,1.1691005,-0.593694,-0.3733269,-0.030524269,0.042436957,-0.4204433,-1.0823016,-0.322838,0.8463509,-0.96177447,-0.7828442,-0.7651501,-0.22866917,-1.9532372,1.541875,0.46126628,0.64704996,2.3481784,-1.9688836,-0.60089225,-0.49410757,-0.92072195,0.09670982,2.3990216,0.12993383,-0.10558933,-0.75546944
source_dataset:ROS-50,0.9747157,0.5902226,0.6047459,-0.8464912,1.0827994,0.85602593,-2.4863687,-1.3303531,1.9650003,0.7884775,0.6475726,-2.4149625,-0.9936128,-0.47287375,-1.4967514,0.5431851,-0.09841201,-0.78445476,0.9369174,-0.39322454,2.7539027,-1.090802,1.2980778,-0.51946676,1.1648012,0.3917858,0.17787331,0.16822438,0.35399017,-0.052290633,-0.24489744,0.15299305,-0.22046527,2.101532,-0.3639051,-0.971298,1.0724983,-0.3527227,-0.018347383,0.45586818,0.31407872,-1.3409104,0.6258265,-1.0093553,-1.2806623,-1.5901483,0.7161288,-0.918345,-0.9656462,-0.43122312,0.46744582,0.77177733,0.5903509,1.4268355,-0.93031645,0.62853515,0.53376365,-1.4595045,0.59650195,-1.0537746,-0.34475237,-0.5731497,1.7389792,0.42143345,1.6673607,1.1891928,1.404625,-0.9150042,-0.38742495,-1.0549759,-1.4915471,1.548078,-1.4144675,1.8522058,0.42895183,0.028187644,-1.1821532,0.86112887,0.7504539
source_dataset:H-EMC-SS,-0.4046828,-1.2672913,1.2307745,0.803718,1.017633,0.9087934,0.5202692,-0.2776438,-0.6749612,0.4133429,-0.18189886,0.048486985,-0.677139,-0.5492988,-1.2844844,-0.7049026,-1.0204705,-0.056122683,-0.065555304,0.572838,-1.7126491,-0.7629195,0.7360444,0.06812558,-0.7454896,0.13410243,-3.1826248,-0.46678784,-1.2676129,-0.81214964,0.82144076,0.3133781,-0.011905782,-1.0168989,1.0692523,0.22821285,1.0810878,0.20176989,-0.08702053,-1.2868534,-0.43967462,0.14686011,-1.2841092,-1.0861022,-2.0027444,-0.48393098,-0.35736072,0.95953107,-0.26340577,-2.504285,2.0299191,-1.150609,2.315786,-2.5461016,1.0571245,-0.59484625,-1.130158,0.6412702,-0.8662037,-1.7122126,0.457568,-2.2095795,1.5888134,-1.315417,0.1557777,1.5323972,-0.36169848,0.5136932,-0.06922854,-0.99173397,1.127618,-0.23291774,0.31542084,0.83183676,1.4038267,0.4282126,1.1853276,-0.48538515,-0.8387184
source_dataset:KMS-11,1.0084468,-0.11663388,-0.24110648,-2.34444,0.19131601,0.7339154,-2.1603212,-0.13915347,0.8845854,0.0586683,0.096818514,-0.48862684,0.57076675,-0.55303353,-0.9285095,0.18788731,-0.3867625,-1.2366157,-0.9828663,-0.52814555,2.433087,-2.832089,1.1549592,1.125144,2.009321,-2.055399,0.56730705,-0.5572944,0.7704959,0.7310599,1.0014625,0.083259694,0.37294364,1.138694,-0.97600263,-1.4621192,0.82884586,2.0255961,1.1604534,-0.7443296,-0.1290491,0.842292,0.86737573,0.24799828,0.48318318,-0.5390049,-0.019224392,-0.8435575,-0.60167587,0.21961391,-1.0397774,1.8908106,1.5449029,1.1950866,0.12795983,-0.062694706,-1.5520272,-0.12940314,0.262824,0.2485797,0.31730857,-0.055586223,1.8757994,-0.59084916,-0.41532782,1.0023347,-0.62555194,0.17158234,1.1039068,-0.49466133,0.17886613,2.3200123,-0.6133068,0.21805792,-1.7837902,0.7157204,-0.27516496,0.810056,1.3685112
source_dataset:NCI-H1770,0.9565871,0.64304507,-0.6867053,-1.3885334,1.4767888,-0.59143686,-0.26934704,-0.049692005,1.4356458,-0.12837401,-0.5407661,0.4893174,0.78496015,-1.1626058,0.26406324,-0.13759848,-0.37854725,0.70680594,-0.18454191,1.1813251,-1.258469,0.39721364,0.8302131,0.5756273,0.6559647,-0.22042842,1.045042,-0.5438139,0.18674795,-0.15355957,0.9049641,0.14292617,0.2875167,0.59924763,0.59536606,-0.015215754,-0.96630096,0.28845447,1.2502264,1.1922853,1.5145358,-0.10669527,1.4868537,-1.3165491,-0.14239074,-0.976351,-0.11750938,-0.6231466,-0.5816395,-0.3623136,0.14784905,-0.017673612,-0.87370837,-1.6578479,0.4867181,0.4600007,-1.1833755,-0.39643252,0.46465093,-0.122915395,0.6433861,-1.6829004,1.7976238,0.7693145,-1.1256193,2.6241934,-1.3993957,0.43542957,-0.10013293,-0.707752,-1.162583,-1.1865876,-1.117977,0.30434337,-0.18539311,-0.38526523,0.34277272,2.2982545,1.4212464
source_dataset:SW1990,0.21446115,-0.726566,-1.2683758,2.218654,-1.1739144,-0.276076,2.7970605,-0.5403976,-0.07908254,-2.2372792,0.3537795,-2.9301012,1.6608617,2.815912,0.64549506,0.7438619,-0.53452456,0.2952367,1.2697679,-1.5133486,0.59339976,2.0579739,-0.5672366,0.70164084,-2.8662384,0.11588299,0.30611324,1.08606,-0.6180603,-1.3420146,-0.5414623,-0.39180458,0.09924443,-0.62677,1.0671601,-0.056746837,-1.2152827,0.9184631,1.7492225,0.8616586,-0.7313809,-0.23614731,-1.1623088,0.97552884,1.0714234,1.9227223,1.6116004,0.51618606,-0.5051771,-0.6503219,-1.9488312,-2.6012757,-0.948881,0.2647254,2.0557399,-1.2014853,-0.053305365,0.50123763,1.4319987,0.5634828,-0.6217389,1.9383032,-1.0624524,2.0646987,0.013018817,-3.2598903,2.1519618,1.6933243,0.29589367,-0.8295426,0.17407754,0.7188608,1.6689246,-0.001143625,-0.06650273,0.6527417,-0.93728054,-1.5806617,-2.1587465
source_dataset:LOU-NH91,0.50128883,-1.5111518,-0.42271683,-1.950543,-0.34674698,0.67010355,0.8632925,0.3774329,0.28521028,0.4793595,-0.09058143,1.1067251,-0.27243617,-2.4544237,-0.5745665,0.07717006,-0.6067877,0.9505093,1.2472763,-0.14009456,0.19835807,0.26418757,0.5385371,0.47280553,-0.18005762,0.05971081,-1.1856346,-0.4906159,-0.23444709,-1.4069399,-0.0019160956,0.872239,-1.1630892,-0.20287655,-1.6867745,0.10838508,1.2158955,1.2571168,-0.093455195,0.7296318,-0.8139056,0.4144086,-0.81383276,1.5230912,1.4003798,-0.9409369,-0.24463332,1.2398683,-0.417413,0.44912153,-0.91488624,-0.62328714,-0.6479367,1.2601966,0.05710208,-0.19303784,-0.34032395,-0.9938087,0.82897866,2.0431805,-2.0012002,-1.5793778,0.40900564,-0.24157599,-0.58001125,-1.3500844,0.4061211,0.2563616,-1.0897311,-0.25682193,1.5383171,0.003204994,0.5436545,-1.4399303,0.30772406,0.12328643,-0.68204665,-0.49543273,1.3105983
source_dataset:HSC-2,0.19071494,-0.14774257,-2.4686406,1.7114244,-2.205656,1.9211725,2.1821334,-0.18326682,0.30934465,-3.7069254,-0.5305131,-1.114693,-0.1979473,0.9164972,0.24926683,0.5924139,-0.22183451,1.4629279,0.86969924,-0.19615695,0.51875216,0.8962914,-0.4216655,0.4564345,-1.3372507,0.9970022,0.8999131,2.608455,0.53193825,0.5059025,-0.5939155,0.30664223,0.8909493,-0.76444805,-0.76019794,-1.6929281,-0.20215292,1.8070896,0.94418013,0.06132385,0.32188872,-0.9569397,-1.0850239,0.2311865,-0.33207744,0.9179667,-0.2806519,0.31703869,-0.27475077,0.43841597,-2.2013798,-1.0579586,-1.8836219,1.0695152,2.0733333,-0.5831365,0.03674214,-0.6993177,1.5444045,1.5340754,-0.6069205,2.2434998,-0.09593159,0.14742808,0.6771931,-3.2412372,1.7006516,2.1246824,0.57611674,-1.215481,0.076497,0.3641008,1.9451014,0.911941,-1.5619,-0.44415754,0.10412172,-1.3454589,-1.0270774
source_dataset:COR-L95,-0.3495071,1.8206055,-0.9187184,-2.265373,0.60950184,-0.23183666,-0.53438467,-0.48341712,2.8127348,1.531741,-1.7537719,1.2427362,1.083346,-1.2844634,-2.1571038,1.4525762,0.78364825,0.2972839,0.25439236,0.7388078,0.74997133,-0.5690788,-0.25029588,-0.28388304,1.457776,-1.1960952,2.3912926,-1.072468,1.6485225,-0.5225058,1.0433928,-0.76148057,0.54816896,-0.8403085,0.8684376,-0.15961985,-0.038277116,-0.3286863,-0.04918882,1.9494393,-0.13464023,0.8962719,0.06113073,-0.010090284,-0.36362392,-0.90907353,-0.4559541,-1.3560683,0.39763355,0.5024815,0.77956194,0.73942125,-1.019564,-3.2636502,0.2372768,1.0963925,0.16859202,-0.20367017,0.80942696,-0.34527767,0.98204947,0.0013650609,-0.020841364,-1.2505522,-2.6605134,2.618939,-1.2511898,0.9688494,0.21675658,0.83668053,-0.3493529,-1.7054108,0.22589093,-0.28444815,-1.1893072,1.2288711,-1.8405,0.77011245,0.66971
source_dataset:CAL-85-1,-0.28343198,-1.1029238,1.5688033,1.2162102,-1.7161255,0.074257806,0.46187165,0.29836327,-0.12731707,0.50957686,0.28407302,-0.24092734,1.0617155,-0.8243642,0.34203017,0.651976,0.7434503,-0.13380207,0.51666963,-0.23186275,-0.105710804,1.1398126,-2.25324,0.66379774,-1.3699466,0.1495146,1.162329,1.3214358,0.19409111,-1.523141,0.3332731,-1.0081494,-0.013368644,-0.6185366,-0.1299507,-0.22388136,-0.23085722,1.0530136,-0.38917837,0.32980636,-1.058048,0.036319435,-0.1687568,0.9389743,-0.30291283,0.08322145,1.6251897,-0.6188709,1.1203308,0.0966512,0.76328206,0.820341,-2.0932176,0.07974431,-0.30489174,0.08777179,1.1432799,0.22601153,0.38322365,0.10951917,-0.64024544,0.6979879,-1.5947102,-0.023274066,0.5006573,-1.766816,1.0032446,0.8689552,-0.018344104,2.1482992,0.672552,0.49782485,-0.21962826,-1.8969805,0.6157739,-0.3948187,-0.12511796,0.056138106,-0.67531323
source_dataset:SW756,-1.6454322,-2.5026546,-0.05930728,-0.69869107,1.151319,-0.8976802,1.1021761,0.16124046,0.24020581,-0.25357038,1.4762131,1.3101681,-1.0769979,-1.304374,-1.3510597,0.9258535,0.8851219,1.5289909,0.5142181,-0.4505505,0.042192698,-0.51598513,1.4531404,1.629572,-0.4541264,1.0152831,-0.33700952,0.5002181,-1.0035654,0.27323955,0.47958398,-0.39350313,0.26784182,-0.5971634,1.0408024,-0.2224819,1.3313656,0.4423551,-1.8690293,0.550336,-0.93620515,0.0061574876,-1.1467472,0.15292138,1.2062198,0.4016708,1.3844724,0.60954624,-0.4656207,1.5085018,-0.07791963,0.8522837,-2.8048506,0.5337629,0.15480167,0.40261248,-0.82072914,-1.7916361,-0.32031378,1.1960129,-1.322122,0.19536084,0.92001474,0.69211066,0.3142225,0.037857726,-1.5641314,-0.34545326,1.5134982,-0.6626075,0.4350577,-1.2375335,-0.20392239,-0.2549864,0.9607876,-2.1059859,0.71098924,0.5689716,2.1083026
source_dataset:DAN-G,-0.27114993,-0.088780746,0.12719539,2.837451,-2.1849377,1.1504719,2.3777516,0.1899181,0.50921726,-2.4227257,-0.4311115,-2.6019478,2.1828706,2.8323102,-0.2553265,-0.15197305,0.15485093,-0.060832426,0.4578578,-0.7363783,1.2219255,1.1186541,-0.66668606,0.06837054,-3.0107613,0.61093384,1.1196077,2.0758657,-0.56530005,-0.86010927,0.56976646,-0.23659247,1.4733747,-0.88376826,1.3778957,-0.89715725,-2.443231,0.23414652,1.4705739,1.2605412,-0.2621834,-0.66528183,-0.57403654,1.7574918,-1.4270672,2.1347015,1.8190507,0.40519494,0.6158466,-0.16715851,-1.2941074,-1.6534518,-2.5638776,-0.80794376,0.42747194,0.03866476,0.6107784,0.81395614,2.5652995,0.2851917,1.4557843,0.749496,-1.7287098,1.8178824,0.49505803,-2.5978055,2.338778,2.2453182,0.4298008,0.3009245,0.013854824,0.66361773,2.0094736,-0.5065248,-0.49562046,-0.6605471,-1.4058267,-2.3193636,-2.011888
source_dataset:BICR 31,-0.67282003,0.21129933,-0.737007,2.8157125,-2.4012334,0.60371596,2.2417662,-0.3775305,0.09733615,-2.4291694,-0.65563416,-1.049214,1.5514216,0.49163723,1.193987,-0.42101344,-0.3642767,0.32147348,0.7182753,0.08218082,0.12226771,1.9669999,-2.5035236,0.8554832,-2.3069017,0.49529997,0.05555483,2.3161378,-0.13106525,-1.2199589,0.84164673,-1.3250967,0.66155654,-0.6301926,-0.13978583,-0.57856584,-0.6406462,0.89184886,1.0376015,0.39539027,0.035390776,0.30931517,-0.912416,1.411499,-0.33371884,1.3996277,0.87915355,-0.8633303,0.7197785,0.43518895,-0.98924965,-1.4600239,-1.9649858,0.65034956,1.3242486,-1.6587455,-0.22766858,0.72869986,1.4562966,0.83028805,-0.8450277,1.0515797,-1.3262882,0.7523883,0.5162159,-3.8514004,3.4409742,2.263726,-0.043193076,0.14977795,0.6781928,0.51483566,1.001995,-0.4953848,-0.8497628,0.8021262,0.78956676,-1.6994699,-1.167431
source_dataset:BONNA-12,-0.6723136,2.4076478,-0.049429722,0.41098964,1.1110035,-0.12283838,-2.9254608,-0.47918704,-0.21974044,1.7268823,1.3195508,-0.47991213,-0.56134695,0.3481827,-0.3094446,0.24148558,-0.00712209,-0.640919,0.6710634,0.5577448,2.057438,-0.42070493,-1.2403085,-2.0602648,1.874825,1.5535372,0.52439624,-2.9442027,1.1617737,0.2885443,0.85232323,-0.9903966,0.84609514,0.05919927,-0.0073436275,-1.2644442,1.1462536,-0.33835143,-3.4718845,0.103521466,-0.01496074,0.011940669,1.0776315,-0.10736872,-0.7290752,0.6955507,-0.43768322,0.48846692,0.26199844,1.3025086,-1.8263586,2.950362,0.9149659,0.87181073,-1.4843206,-0.3353873,-1.3876883,0.16579895,0.32110846,-1.4523559,0.13523664,-0.17195128,0.55025685,-0.048660733,-0.4681457,1.0944501,1.426479,-0.49745652,0.26812035,1.1894326,1.168921,1.047104,-3.0715754,-0.37966916,0.99285626,0.75074404,-0.461781,-2.9501908,1.9375136
source_dataset:NOMO-1,-1.2996345,0.667781,-0.011807859,1.2390046,1.3092566,0.836177,-3.5018954,0.3389236,-0.0795411,0.88113946,-0.6822927,-0.61897415,-1.5767258,0.15017655,0.5995466,-1.735115,-0.5404139,-1.3791227,-1.8866655,2.0257907,0.3745946,0.67058754,0.18742934,-2.936152,1.3181565,1.7906494,-0.0441679,-1.379571,1.1343195,0.23769963,0.9952364,0.3904726,1.7363014,1.4767957,-0.7519581,-1.0743275,-1.1599565,-0.87437993,-1.7595792,-1.6988842,2.487512,-1.1681336,0.27944636,-0.31812993,-0.33500835,1.0750576,-0.23178843,0.6061889,-0.37233964,-1.7231381,-0.05105304,-0.047729224,-1.2393576,0.4349135,-0.5374285,-0.38366586,0.6202927,-0.10134794,0.761711,0.685837,0.23725718,1.1736537,-1.3949499,1.0150371,-0.24731638,1.5553592,-0.085326135,0.08519537,-0.10751672,0.6004279,0.42292196,-0.6130112,-2.0008957,1.1208737,-2.18878,-2.2618737,1.5326982,0.73922485,0.21887451
source_dataset:MV4-11,-0.28049964,0.023949077,0.4976086,0.8170415,1.0135974,0.7354573,-3.602484,-0.47678864,-0.37876132,0.8511003,1.0112841,-0.3189668,-1.516156,0.73563915,1.199256,-1.6230443,-1.2660335,-1.2462403,-1.6904418,1.0454751,-0.15759899,0.47276837,0.62298465,-2.8749378,1.5649354,1.1440105,-0.7887778,-1.8452212,0.27008155,0.2701586,-0.27622533,0.1276919,0.8600431,2.3662553,-0.34659696,-0.46194696,-1.654166,-0.5308204,-0.94717836,-1.7558126,0.87739843,-1.4126834,-0.367987,-0.41178128,-0.91764313,-0.12706938,-0.38496962,0.72461885,0.013494648,-3.351389,0.63192934,0.46120527,0.22540334,0.87447417,-0.59894985,-1.2506311,0.40933383,-0.021474069,0.5749618,0.6873112,0.4704199,-0.7175186,0.10614104,1.7785724,0.5763284,1.3654116,-0.08784478,0.3245354,-0.52681607,0.44741422,0.40618998,-1.0343894,-1.433867,0.7678317,-0.7870302,-1.9208466,0.78274804,1.4912816,-0.34163472
source_dataset:JHH-7,-1.8835216,-0.19317093,-0.7203679,0.44905168,1.751765,-1.1368321,0.6186913,0.8170509,0.35307422,0.29868555,-1.0846043,0.9634035,-0.661033,0.44621444,-1.3581531,0.6321975,0.54891413,0.1578059,0.23487233,2.1159043,1.9012876,-0.21801397,0.83468604,0.65735555,1.3395486,-0.44417903,0.14715621,0.6254502,0.43575406,0.056289386,0.14277048,0.8005745,0.07608732,0.4259598,-0.49322096,1.726335,-0.7915285,-0.8551211,0.66785806,-2.5406957,0.8423487,1.0244038,0.28967386,1.1074744,2.314917,-0.940399,0.25464687,-0.8607276,1.647373,1.9352778,0.96861595,0.79971397,2.0132897,-0.9862882,-0.41689932,-1.5780429,-0.8396525,0.70849365,-0.76762676,-1.5908055,2.291288,-0.93670315,0.9702529,-2.4428704,0.8732844,-0.1943765,-1.1534581,-0.9989192,2.4924326,0.71431506,-0.85447526,-1.6488197,0.603602,1.6753656,-0.6437932,-2.0162292,-0.6558896,0.43148005,0.1523008
source_dataset:SW1417,2.0227945,-1.3944608,-0.8102847,2.5081048,-0.7582863,1.701972,3.823527,1.3303205,-0.7500262,-2.6354148,-0.37864035,-0.9519678,1.1137979,3.0407796,3.4635355,2.4428532,-2.0933788,1.4235747,0.25572255,0.84226143,1.0199952,0.8139743,-2.3606513,-1.3754114,-0.938704,0.12576179,-1.0320414,1.5268265,-0.5724745,-1.3435302,-1.2408481,-1.2077906,1.5267367,-1.1227615,0.8646046,-1.5298223,-0.79094005,2.2326825,2.4889681,3.030052,1.3025829,2.9192927,1.9847746,2.7674325,1.2831849,0.27236623,1.6198808,0.83275396,0.88437927,-2.2616403,-3.177978,-2.1690452,-0.16774587,-1.5194703,0.09631093,0.15959968,1.0246711,0.86730605,2.8859901,-0.7131214,0.47324204,-1.2273712,-1.043107,3.1832285,-1.5206504,-3.3731449,0.2166785,2.1692932,0.14466988,1.4003786,0.7398273,-0.28253275,0.39231324,0.67697895,2.8706794,0.41391087,-2.0984979,-0.8777814,0.0045936257
source_dataset:DMS 273,-0.6248911,0.6768829,0.027850473,-0.9294842,1.3414873,-0.103398144,-0.2763111,-0.15413256,0.5988934,0.16953093,-1.0119199,0.33904466,1.0686045,-0.09181425,0.5654982,-0.97183126,0.60092974,-0.2801897,-0.81979126,0.29671735,0.10709937,0.26338542,0.7699827,1.014085,-1.1413882,-0.09601716,0.8166285,-0.5617105,0.73933136,1.2905943,1.5815196,-0.5194679,-0.8923514,-0.15613224,0.5905062,0.16516343,-0.23998198,-0.14929134,0.05345776,-0.25801522,0.47594455,-0.51575434,-0.02857241,-1.1579454,-0.3623101,-0.61130816,-0.278758,-1.1631165,-0.3838308,0.5602205,0.80519545,1.0789928,-0.24719468,-0.24912329,-0.47306964,0.21238989,-1.1206505,-0.18642959,0.503756,0.32651213,0.3149383,-0.94606006,0.8215114,-0.3769491,-0.70299625,1.7477124,-0.5628213,-0.77383816,0.7568261,-1.0336915,-0.71390814,-0.5033058,-0.10999018,0.30678105,-1.5240912,-0.15091294,0.10815316,1.2429587,-0.07597408
